,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_learning_rate,param_max_features,param_n_estimators,param_subsample,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
11,0.9503555297851562,0.014299821853637696,-8243985.511390853,-3269.456766482808,0.6,sqrt,500,1,"{'n_estimators': 500, 'max_features': 'sqrt', 'learning_rate': 0.6, 'subsample': 1}",19,-7421531.165581012,-3291.6268251103616,-7406155.536855793,-3180.1341111070233,-8280416.228209566,-2557.0428319042894,-8825878.21000687,-2928.461715385555,-9285946.416301021,-4390.018348906812,0.011250630472744227,0.002643211636460583,748865.682798015,614.4818219153408
12,0.26876301765441896,0.006249094009399414,-7175942.7643975755,-688317.0752136533,0.6,log2,100,0.8,"{'n_estimators': 100, 'max_features': 'log2', 'learning_rate': 0.6, 'subsample': 0.8}",3,-6794562.913234618,-619110.8795243932,-7302197.267435167,-698946.568882611,-7387679.844097116,-691510.6622612372,-7260882.570933701,-723988.7036940618,-7134391.2262872765,-708028.5617059628,0.006251359932251645,0.007653546347238744,207443.8152289746,36259.317240813725
13,0.25795984268188477,0.0031249523162841797,-7207698.276882925,-586450.8910233659,0.6,log2,100,0.9,"{'n_estimators': 100, 'max_features': 'log2', 'learning_rate': 0.6, 'subsample': 0.9}",4,-6869792.962102621,-532214.5767690163,-5229205.308559553,-591857.8017185992,-8461669.077118283,-618332.8976813034,-7525890.572479526,-627153.1184516265,-7951933.464154647,-562696.060496284,0.006991007454029992,0.006249904632568359,1118587.4616010245,35237.020608138235
14,0.19287619590759278,0.006249618530273437,-7243790.087760323,-566584.810967545,0.6,log2,100,1,"{'n_estimators': 100, 'max_features': 'log2', 'learning_rate': 0.6, 'subsample': 1}",5,-5969488.338547505,-551258.8006905566,-6441965.903094633,-630051.1828168363,-5922251.895387432,-514166.2317403814,-9279659.920637155,-595135.018688296,-8605584.381134892,-542312.8209016549,0.006714848595315282,0.0076541882490473905,1415095.7450962346,41023.93998039191
15,1.053757905960083,0.012502193450927734,-8866645.692098426,-11444.394486753978,0.6,log2,500,0.8,"{'n_estimators': 500, 'max_features': 'log2', 'learning_rate': 0.6, 'subsample': 0.8}",34,-6644843.056545265,-9080.408845506885,-8078532.510129872,-11946.212843318472,-7680266.108331988,-11167.22904794304,-11023645.607555868,-15469.185491048363,-10905941.177929137,-9558.936205953123,0.13281591415754032,0.006251099468927368,1776310.8156814408,2265.8758135594417
16,1.0973150253295898,0.012498807907104493,-7027187.1707184035,-8303.542667795196,0.6,log2,500,0.9,"{'n_estimators': 500, 'max_features': 'log2', 'learning_rate': 0.6, 'subsample': 0.9}",1,-7061952.894511733,-7988.53724434799,-4969006.995660696,-9428.199115162392,-6782777.656857679,-8430.668539414462,-7523889.986683681,-7616.587538160173,-8798308.31987823,-8053.720901890966,0.0063499142526188,0.0062494048619966495,1239405.8343743703,618.7988030841839
17,0.7969478130340576,0.009375,-8151729.137510823,-7793.807860434439,0.6,log2,500,1,"{'n_estimators': 500, 'max_features': 'log2', 'learning_rate': 0.6, 'subsample': 1}",15,-7390374.2360692,-8279.604997732953,-6551974.724265895,-6928.596456452284,-6440510.549000046,-8741.03380091492,-11845565.752397956,-8078.89569738247,-8530220.425821017,-6940.90834968957,0.013422453939654614,0.007654657497256464,1992728.236319151,733.5583500597453
18,1.1878944396972657,0.009377861022949218,-10630895.487041349,-138555.17477231004,0.7,auto,100,0.8,"{'n_estimators': 100, 'max_features': 'auto', 'learning_rate': 0.7, 'subsample': 0.8}",59,-7389228.398395027,-123326.2351721392,-7564385.520955202,-160682.8619949908,-9815025.859207742,-124042.4907136539,-18002132.072526455,-143190.21249177266,-10383705.584122326,-141534.07348899372,0.032060669071332704,0.007656992303504089,3872305.8707348774,13874.657141579486
19,1.1367337703704834,0.006250905990600586,-10034103.963525262,-116302.83800418329,0.7,auto,100,0.9,"{'n_estimators': 100, 'max_features': 'auto', 'learning_rate': 0.7, 'subsample': 0.9}",54,-7306661.578858584,-136710.6562304021,-8372092.374421985,-108768.77767230604,-8841997.939496307,-106641.7083533757,-16925362.6450965,-117239.03253339801,-8724405.279752932,-112154.0152314346,0.004854346059606891,0.007655765071730074,3487896.160011702,10813.581521075042
20,1.054399347305298,0.0031272411346435548,-9494762.856287962,-83522.19685123525,0.7,auto,100,1,"{'n_estimators': 100, 'max_features': 'auto', 'learning_rate': 0.7, 'subsample': 1}",45,-7721272.595607704,-69856.66505645995,-5828126.472012107,-104891.92157799825,-9267891.620888097,-74549.50322666162,-16554023.41461619,-90167.70661022696,-8102500.178315711,-78145.1877848294,0.01730312226558925,0.0062544822692871095,3698986.770225547,12625.340799116431
21,5.910483884811401,0.006249856948852539,-8847120.022064392,-12.578349474142424,0.7,auto,500,0.8,"{'n_estimators': 500, 'max_features': 'auto', 'learning_rate': 0.7, 'subsample': 0.8}",33,-6883496.46018846,-10.05680513127108,-7219544.440131524,-11.660053059433517,-9146660.65595638,-16.72407382094618,-8843228.304377582,-12.579066597551792,-12142670.249668019,-11.871748761509547,0.04599750114200605,0.00765448093158698,1868433.0765181675,2.2310432366663995
